CAS,Tox,MW,nTA,RBF,C%,N%,max_conj_path,NRS,NNRS,nR05,nR06,AP,ZM1Mad,ZM2V,HNar,SPI,PJI2,PW3,PW5,Psi_i_t,BAC,LOC,SRW07,X1A,X5v,X0Av,RDCHI,Ges,rGes,S0K,Yindex,IC5,SIC5,CIC2,SpPosA_A,VE2_A,AVS_X,ChiA_X,J_X,SpMAD_X,SM5_X,VE1_X,VE2_X,VE2sign_X,SpPosA_H2,SpDiam_H2,VE1_H2,VE2sign_H2,VE2sign_Dt,ChiA_D/Dt,SpPosA_D/Dt,SpMaxA_D/Dt,J_Dz(v),VE2sign_Dz(v),VE2_Dz(e),SpMAD_Dz(p),Chi_Dz(i),SM1_Dz(i),ChiA_B(m),SpDiam_B(m),SM6_B(m),SpPosA_B(v),SpMAD_B(v),VE1_B(v),VE2_B(v),VE1sign_B(v),SM5_B(e),VE1_B(i),SpMaxA_B(s),SpMAD_B(s),SM3_B(s),VE1_B(s),VE2_B(s),VE3_B(s),VE2sign_B(s),ATS6m,ATS3s,ATS6s,ATSC1e,ATSC2e,ATSC3e,ATSC4e,ATSC7e,ATSC8e,ATSC1s,ATSC4s,ATSC5s,ATSC6s,ATSC8s,MATS1m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1v,MATS2v,MATS4v,MATS6v,MATS7v,MATS8v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS7e,MATS8e,MATS3p,MATS4p,MATS7p,MATS1i,MATS2i,MATS3i,MATS4i,MATS5i,MATS6i,MATS1s,MATS2s,MATS6s,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS3v,GATS5v,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS5p,GATS6p,GATS7p,GATS8p,GATS1i,GATS2i,GATS3i,GATS4i,GATS6i,GATS8i,GATS6s,GGI1,GGI2,GGI4,GGI6,GGI9,GGI10,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,SpMax2_Bh(m),SpMax3_Bh(m),SpMax4_Bh(m),SpMax6_Bh(m),SpMax8_Bh(v),SpMax4_Bh(e),SpMax1_Bh(i),SpMax2_Bh(i),SpMax2_Bh(s),SpMax5_Bh(s),SpMax7_Bh(s),SpMax8_Bh(s),SpMin1_Bh(m),SpMin3_Bh(m),SpMin1_Bh(v),SpMin2_Bh(v),SpMin2_Bh(e),SpMin3_Bh(p),SpMin1_Bh(i),SpMin3_Bh(s),SpMin4_Bh(s),SpMin5_Bh(s),P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_1,P_VSA_MR_2,P_VSA_MR_5,P_VSA_m_2,P_VSA_v_3,P_VSA_i_2,P_VSA_s_3,P_VSA_s_4,P_VSA_s_6,P_VSA_ppp_D,P_VSA_ppp_con,P_VSA_charge_1,P_VSA_charge_2,P_VSA_charge_3,P_VSA_charge_4,P_VSA_charge_5,P_VSA_charge_6,P_VSA_charge_7,P_VSA_charge_9,P_VSA_charge_10,P_VSA_charge_11,P_VSA_charge_14,Eta_betaS_A,Eta_C_A,Eta_F_A,Eta_B,Eta_D_AlphaA,Eta_D_AlphaB,Eta_epsi_4,Eta_D_beta,SpMaxA_EA(ed),SpMaxA_EA(dm),SpDiam_EA(dm),SpAD_EA(dm),SpMAD_EA(dm),SpMaxA_EA(ri),SpMAD_EA(ri),SpAD_AEA(ed),SpMax_AEA(dm),SpMax_AEA(ri),Chi0_EA(dm),SM03_EA(bo),SM02_EA(dm),SM15_EA(dm),SM03_EA(ri),SM08_EA(ri),SM13_AEA(dm),SM12_AEA(ri),SM13_AEA(ri),Eig02_EA(dm),Eig03_EA(dm),Eig04_EA(dm),Eig02_EA(ri),Eig05_EA(ri),Eig07_EA(ri),Eig03_AEA(ed),Eig05_AEA(bo),Eig06_AEA(bo),Eig02_AEA(dm),Eig04_AEA(dm),Eig05_AEA(dm),Eig06_AEA(dm),Eig07_AEA(dm),Eig09_AEA(dm),Eig10_AEA(dm),Eig04_AEA(ri),Eig06_AEA(ri),nCp,nCt,nCrs,nCrt,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nArCOOR,nC=O(O)2,nN=C-N<,C-006,C-008,C-016,C-019,C-025,C-029,C-040,H-047,H-051,H-052,H-053,O-060,N-075,SsssCH,SdssC,SaasC,NdsCH,NdssC,NaasC,NssNH,NdO,minsCH3,minssCH2,minaaCH,mindssC,minaasC,gmin,MaxsCH3,MaxsssCH,MaxaasC,gmax,CATS2D_07_DA,CATS2D_00_AA,CATS2D_02_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_02_AL,CATS2D_03_AL,CATS2D_04_AL,CATS2D_05_AL,CATS2D_06_AL,CATS2D_07_AL,CATS2D_08_AL,CATS2D_09_AL,CATS2D_09_PL,CATS2D_03_LL,CATS2D_07_LL,SHED_DL,SHED_AA,SHED_LL,T(O..O),B01[C-N],B03[C-Cl],B03[O-O],B03[O-Cl],B04[N-O],B04[O-O],B04[O-Cl],B06[N-O],B06[O-O],B06[O-Cl],B07[C-N],B07[N-O],B07[O-O],B09[C-O],B10[C-O],F01[C-C],F02[C-O],F02[C-Cl],F03[N-Cl],F04[C-O],F04[C-Cl],F05[C-O],F06[C-O],F06[C-Cl],F06[N-O],F06[O-O],F07[C-O],F07[O-O],F08[C-N],F08[C-O],F10[C-O],F10[C-Cl],F10[O-Cl],qnmax,Qneg,Q2,RPCG,RNCG,Uc,MLOGP,ALOGP2,ESOL,SAacc,PDI,SAscore,cRo5,DLS_01,DLS_02,DLS_04,DLS_05,DLS_06,DLS_07,DLS_cons,LLS_01,LLS_02,CMC-80,Inflammat-80,Infective-80,QED,MDEC-13,MDEC-22,MDEC-23,MDEO-11,MDEO-22,MDEN-22,nLevel2,nLevel6,nLevel8,nLevel10,phLevel1,phLevel2,s2_size,s3_relSize,s3_phRelSize,s2_relPathLength,s2_relPathLength_2,s3_relPathLength_2,s3_numRotBonds,s4_numRotBonds,s4_numAroBonds
84-75-3,1.05,334.5,4,0.259259259,37.03703704,0,10,1,1,0,1,0.25,115.7348629,255,1.8,12.83586288,0.888888889,0.294945698,0.080514163,0.000241845,45,2.713095313,0,0.487579469,1.425477775,0.625560919,3.683624289,12,0.5,86.03910002,0.887051881,4.208410187,0.731275839,2.287218056,0.625458599,0.150751627,0.975158939,0.997321578,287.2286145,0.631673161,0,4.843336593,0.201805691,0,0.622343581,5.535126338,3.53259496,0,0,0.056469284,0.900962477,0.757192777,2.222510501,0,0.168212133,15.49258416,0.220539191,0.52614764,0.297947146,5.51602393,8.82366491,1.236961345,1.414539256,3.486283548,0.145261814,0,7.639888371,3.361861432,0.309901964,1.794140542,7.14903,3.075019469,0.128125811,1.170834887,0,3.492627428,5.703603088,5.617380367,0.029615579,0.370229532,0.23843894,0.358450422,0.396391322,0.277828704,5.713001024,55.89027883,108.0596755,41.81588209,45.67802613,0.024850944,0.203049364,0.125842798,0.052702548,-0.081814826,-0.153918586,-0.205923927,-0.037181424,-0.095648512,0.072906387,-0.048645908,-0.023197386,-0.149731012,0.010055329,0.204301379,0.051728716,-0.066369634,0.241314898,-0.235446852,-0.173929043,0.0290502,-0.015379414,0.058269729,-0.100762148,-0.091893837,0.002902763,-0.0409814,0.091305751,-0.03480015,0.002107872,0.159963514,-0.148128763,0.758825263,0.934414327,1.063761054,1.111785234,1.213688755,1.235501691,0.866109767,0.887008952,0.722283748,0.796813052,1.501309103,1.524906926,1.349736877,1.655057029,1.353453717,1.383548653,0.863005645,1.044291382,0.922107166,1.141382294,1.404117879,1.202291991,0.980189082,1.003211432,1.052872168,1.139849527,1.367985634,2.5,2,0.862222222,0.324897959,0.11125,0.090807061,0.071428571,0.045833333,0.028740741,0.020833333,0.013537415,0.010567633,0.006344625,0.005855263,0.005675441,3.578489399,3.575233473,3.349767488,3.085018334,2.694330407,3.482572678,3.974836647,3.812506735,7.42734612,4.412039385,4.133770919,3.731725946,2.02770496,1.996343776,2.013176208,1.960688262,1.755097075,1.913652663,1.902503681,1.102102418,1.012998366,1.008582091,17.65040852,29.46102368,37.90498989,28.37092568,0,306.0486519,119.3740378,47.1114322,105.770233,105.770233,105.770233,50.21483453,55.55539842,72.28962984,0,108.9486548,21.99977578,0,50.28985406,0,0,46.74103043,29.0906219,109.7247356,0,0,14.38266095,0.5625,0.987851917,0.665911671,0.298092737,0,0.027777778,0.511111111,-4.5,0.437996432,0.069766476,3.348790827,6.697581653,0.279065902,0.127174764,1.33562488,34.39517754,3.760271145,4.0686495,8.685361495,3.951243719,2.502615584,-5.46E-12,3.199489111,9.139585883,3.59271342,2.922049329,2.457290833,1.674395413,0,0,2.288864605,1.677668847,1.257707842,4.448075018,2.815446451,2.618904556,3.566933534,2.007259956,1.990145897,1.583076975,1.582489747,1.261399377,0.873910163,2.786710215,2.307957032,2,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,2,0,2,8,0,4,0,2,0,0,-0.907349159,0.56768466,0,2,2,0,2,2.135041681,0.388127966,1.613147361,-0.453674579,0.28384233,-0.453674579,2.135041681,0,0.28384233,12.18779156,0,4,2,0,4,0,0,6,10,12,8,4,6,6,4,0,7,12,0,1.889881575,14.42473889,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,6,0,0,16,0,8,8,0,0,0,6,0,0,6,4,0,0,-0.461141765,-2.113779575,0.892334735,0.16084252,0.218159817,3.169925001,4.558650415,36.276529,-4.399503542,72.28962984,0.887427766,3.254659315,1,0.75,0.666666667,1,1,0.833333333,0.5,0.797619048,0.333333333,0.75,0,0,0,0.54146181,0.949472418,17.48953408,13.6089585,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89-19-0,1.4,362.56,4,0.266666667,36.66666667,0,10,1,1,0,1,0.230769231,123.7348629,263,1.813953488,13.71723586,0.9,0.291488336,0.080518801,0.000161237,43,3.104201311,0,0.488534895,1.697670043,0.631833677,3.937993593,26,1,122.2114327,0.770133743,5.048394346,0.854661901,2.557635198,0.626380866,0.138691947,0.977069789,0.997527611,337.1643324,0.632037322,0,5.045559552,0.194059983,0,0.622032794,5.533309309,3.521026708,7.41E-05,0.000729933,0.050429092,0.914067131,0.784169899,2.099546942,0.013477928,0.176268781,16.91855616,0.187784083,0.52614764,0.300305445,5.516040376,8.864532709,1.233111163,1.403941224,3.483774007,0.133991308,0.001119375,7.687924558,3.359696611,0.286063429,1.748318313,7.168297726,3.070053975,0.118078999,1.266579629,2.47E-05,3.565795143,5.782119695,5.684149673,0.043003051,0.388476022,0.262602115,0.381517402,0.368354491,0.319816958,5.914130867,56.96696284,108.6647748,38.36472692,40.53365654,0.023328578,0.187172497,0.122325874,0.050791215,-0.079645199,-0.130985848,-0.111290999,-0.033890164,-0.113319841,0.067293533,-0.067369288,-0.071501614,-0.082543049,0.013624412,0.203668246,0.058185252,-0.04243159,0.238213197,-0.145796167,-0.10920421,0.026541775,-0.012837727,-0.028354684,-0.09161194,-0.109516811,0.003223385,-0.035725313,0.112685048,-0.057467973,0.008374473,0.161625997,-0.097744381,0.773355506,0.929216508,1.050488517,1.082111922,1.147479407,1.110030039,0.879063922,0.885717089,0.717052332,0.774595469,1.440939374,1.462299956,1.093882259,1.305741013,1.168502533,1.393690884,0.849752054,1.091794197,1.020729344,1.052184231,1.41256375,1.231584122,0.980601286,1.000501679,1.09343187,1.049882523,1.228282745,2.5,2,0.862222222,0.284081633,0.10125,0.070196919,0.066666667,0.04296875,0.026944444,0.019444444,0.010926217,0.008825231,0.00746696,0.005328947,0.004387307,3.637794558,3.516880518,3.474403898,3.214440899,2.860415708,3.646741153,3.976505779,3.864621482,7.427346122,4.412972683,4.028995076,4.02502554,2.064060604,1.955288241,2.016516559,1.996921058,1.811368667,1.867952431,1.902444529,1.239590452,1.09921408,1.033728227,17.65040852,34.53008716,37.90498989,28.37092568,0,353.1330599,119.3740378,52.18049568,110.8392964,110.8392964,110.8392964,55.28389801,55.55539842,72.28962984,0,108.9486548,21.99977578,0,50.28985406,0,0,54.34462565,26.55609016,109.7247356,0,0,14.38266095,0.557692308,1.050218003,0.626378086,0.298092737,0,0.025641026,0.504040404,-5.5,0.404304375,0.064399824,3.348790827,6.697581653,0.257599294,0.117392003,1.330770829,36.89303783,3.760269012,4.068645328,8.685361495,3.951243719,2.502615584,-5.46E-12,3.199489111,9.154669727,3.804502511,2.922024771,2.457161202,1.674395413,0,0,2.288619601,1.651107119,1.315014656,4.447453728,2.736012888,2.699348635,3.566928783,2.016627043,1.962919918,1.840032926,1.521693349,1.26242079,1.179377908,2.799136107,2.568071557,2,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,2,0,2,8,0,4,0,2,0,0,-0.908271694,0.567677127,0,2,2,0,2,2.032098036,0.371995331,1.612276075,-0.460111805,0.281969639,-0.460111805,2.219638466,0,0.285707488,12.27702242,0,4,2,0,4,0,0,6,10,12,7,3,6,6,6,0,9,13,0,1.889881575,16.45342611,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,6,0,0,16,0,7,7,0,0,0,6,0,0,6,4,0,0,-0.461141884,-2.219885658,0.90074023,0.153154571,0.207732269,3.169925001,5.91243026,48.09977316,-5.065150439,72.28962984,0.888333219,3.250608409,1,0.75,0.666666667,0.9,1,0.666666667,0.5,0.735714286,0.333333333,0.75,0,0,0,0.466735012,0.896077684,21.85800677,13.32877937,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105-28-2,1.99,308.62,1,0.258064516,32.25806452,3.225806452,0,1,1,1,0,0,93.4969471,128,1.941176471,6.721212311,0.9,0.261038961,0.05722506,0.005188973,18,3.64862587,4.442651256,0.496902348,2.074427083,0.689778893,3.929962494,21,0.954545455,96.10749561,0.540010936,4.059599182,0.681804726,3.323666479,0.634406407,0.166720521,0.993804696,0.999313342,241.8338287,0.63766805,0.189242,3.97174298,0.180533772,0.003561686,0.622361653,4.825634684,3.229598382,0.00422172,0.004287095,0.052375486,0.90322624,0.886981271,1.633182908,0.00345471,0.192959154,14.92296978,0.152647063,0.37183938,0.322680567,4.601250779,8.281837351,1.222229735,1.295721897,2.577485864,0.117158448,0.199508553,7.193455128,2.897834357,0.206510601,1.339459579,5.85610534,4.191993084,0.19054514,1.369325226,0.001013701,3.14518926,5.525453935,5.337939201,0.081374335,0.175701934,0.180646428,0.149933316,0.132756648,0.12569848,6.720273066,11.546359,11.32891403,10.79820883,9.736798428,0.011330623,-0.030173778,-0.01859818,0.002332264,0.002280923,0.002222737,0.002156239,-0.02344485,-0.216805387,-0.019652027,0.001227153,0.001272684,0.00132472,0.051241127,0.058614672,-0.07271011,-0.011407664,0.000452301,-0.002281899,-0.003941949,0.003507209,-0.019864493,0.000264775,-0.1043271,-0.199278038,0.032001672,-0.018896309,-0.003189461,-0.00353977,0.068634798,0.019308355,-0.001773614,1.000436619,0.977821403,0.942848584,0.944246721,0.945831276,0.947642196,0.975603901,0.970939365,1.119089567,1.058337573,0.758510672,0.751182063,0.774541988,0.801016571,0.831273236,1.497951225,0.976602756,0.974133228,0.971334428,0.9681358,1.608532266,1.428826165,0.933610755,0.986914341,0.951282923,0.95246702,0.778339954,1,0.444444444,0.125,0.055555556,0.024691358,0.02,0.019323671,0.011695906,0.006944444,0.004705882,0.003472222,0.002721088,0.002232143,0.001899335,0.001666667,3.659959998,3.565227196,3.450329759,3.12636471,2.775419976,3.630399976,3.951557116,3.875866995,4.260880222,3.935342031,3.58581858,3.508304949,2.087690656,1.963520989,2.029499548,1.981847058,1.788601699,1.869964899,1.782925413,1.301934602,1.177902869,1.031594719,8.825204262,44.76391651,18.01075068,16.78552955,0,459.0729779,0,88.385401,90.71332116,55.91704093,55.91704093,47.09183667,8.825204262,16.78552955,18.01075068,0,18.01075068,16.78552955,0,0,0,44.30864861,2.534531739,51.51803248,0,0,0,0.545454545,1.258440163,0.146692207,0.068148347,0,0.009090909,0.45483871,-10.5,0.318065559,0.064022434,2.428494823,3.354000297,0.152454559,0.108176712,1.273536961,29.21911769,3.11666595,3.478778054,7.375665508,2.564949357,1.510280341,5.135767555,1.768149604,7.674562384,3.401596608,1.966957023,1.869887459,0.268506593,0,0,1.965163223,1.507462947,1.104469435,3.867956486,2.518217151,2.320487031,1.968275792,1.74230846,1.595784809,1.421673109,1.189389766,0.896072756,0.590880196,2.709472274,2.304100084,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,4,2,0,0,0,0,0,1.258976021,0,0,1,0,1,0,2.293277052,0.99412037,0,1.258976021,0,0.99412037,2.293277052,0,0,4.44466538,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,14,10,17,0,13.5600286,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.37156415,-1.49826562,0.332837967,0.107319772,0.24799618,1,5.754726258,51.22694329,-4.738442895,34.79628023,0.898748481,2.852272248,1,0.75,0.666666667,0.5,1,0.666666667,0.5,0.678571429,0.5,0.75,0,0,0,0.550587394,0.058823529,30.13192058,3.032426659,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117-81-7,1.12,390.62,6,0.242424242,36.36363636,0,10,1,1,0,1,0.214285714,135.7348629,279,1.75,17.31658682,0.888888889,0.316663412,0.08770671,9.07E-05,77,2.680692436,0,0.484486092,2.073390156,0.64886295,3.892571912,13,0.464285714,102.6059378,0.932979164,4.453188816,0.736746931,2.439690152,0.625145217,0.139240383,0.968972183,0.996200158,390.5104618,0.638062602,0,5.214229659,0.186222488,0,0.619763962,5.645704807,3.832414284,0,0,0.046992013,0.91676578,0.776833859,2.387750046,0,0.161856523,16.36452221,0.203412128,0.52614764,0.296645232,5.518005244,8.940711694,1.231772037,1.402925967,3.558917188,0.127104185,0,7.762519897,3.424500089,0.265630508,1.727447065,7.195982236,3.249218065,0.116043502,1.432980806,0,3.83450191,5.88394451,6.02089087,0.055219671,0.407452927,0.251784133,0.481788107,0.526351054,0.285030537,7.654356681,67.46233001,113.745259,59.79146055,44.25420152,0.021968106,0.159711039,0.073146626,0.108224722,-0.087700774,-0.101740862,-0.056604247,-0.031139922,-0.054739643,0.03154193,-0.06107383,0.024607367,-0.09159324,0.016426002,0.208995389,0.077683806,-0.058098409,0.206430592,-0.204012934,-0.038756611,-0.034678184,-0.028481759,0.102484267,-0.08398503,-0.05288322,-0.058738295,-0.045820494,0.130810777,-0.045075929,-0.005053807,0.15895278,-0.124110071,0.81384888,0.990433852,0.981721515,1.136424514,1.156390514,1.068408478,0.9629619,0.829178993,0.707543733,0.735306584,1.535073109,1.47655947,1.391543854,1.597585451,0.998397131,1.402220858,0.812571853,1.070895896,0.880954358,1.184224272,1.419649155,1.185932486,1.084668445,1.01773027,1.078017835,1.192155025,1.599419887,4.5,2.888888889,1.182222222,0.488163265,0.1625,0.140393837,0.08496732,0.042763158,0.031111111,0.024122807,0.014357743,0.012521044,0.008936908,0.006018519,0.007019692,3.659410795,3.65357442,3.361086776,3.225980956,2.924212368,3.538097524,3.98636087,3.861005972,7.427345094,4.429827712,4.143541952,4.007746834,2.056427633,2.000631724,2.025781126,1.999717572,1.812236903,1.947004487,1.903933284,1.122481274,1.117826073,1.093920338,35.30081705,29.46102368,37.90498989,28.37092568,0,423.7596719,95.83183383,64.76184073,123.4206415,123.4206415,123.4206415,50.21483453,73.20580694,72.28962984,0,108.9486548,21.99977578,0,50.28985406,0,0,64.39143895,29.0906219,109.7247356,0,0,14.38266095,0.553571429,1.191725991,0.637341613,0.434389432,0,0.023809524,0.498148148,-6.5,0.375478392,0.059799836,3.348790827,6.697581653,0.239199345,0.109039049,1.351255197,41.23011687,3.761745178,4.070352088,8.685361495,4.158883083,2.502615584,0,3.597860056,9.367943774,6.604226136,2.931297981,2.533297703,1.674395413,0,0,2.459377773,1.697264473,1.438095755,5.307703667,3.183785629,2.628930954,3.569732915,2.518580987,2.32311148,1.604945971,1.603504861,1.329029964,1.327684855,3.266373581,2.441735291,4,2,0,0,2,2,0,0,0,2,0,0,2,0,0,0,2,0,2,8,0,2,0,2,0,0.73498485,-0.887920409,0.582317124,0,2,2,0,2,2.11325995,0.396470014,1.639194933,-0.443960204,0.291158562,-0.443960204,2.158669799,0.367492425,0.291158562,12.56978223,0,4,2,0,4,0,0,6,12,14,10,6,6,10,8,0,11,20,0,1.889881575,14.81958382,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,6,0,0,18,0,10,10,0,0,0,6,0,0,10,4,0,0,-0.460863113,-2.313587894,0.910006714,0.146955355,0.199198446,3.169925001,5.426408258,57.365476,-5.376243699,72.28962984,0.878702858,3.914467703,1,0.75,0.666666667,0.9,1,0.666666667,0.5,0.735714286,0.333333333,0.75,0,0,0,0.528104051,3.532081816,16.30746376,19.67821524,0.2,0.2,0,3,3,1,2,0,1,2,0.142857143,0,0.071428571,1,1,2,11,6
117-84-0,0.92,390.62,4,0.272727273,36.36363636,0,10,1,1,0,1,0.214285714,131.7348629,271,1.826086957,14.48633732,0.909090909,0.288524884,0.077555967,0.000107494,53,3.020327257,0,0.489353831,1.925477775,0.637210328,4.158595716,14,0.5,106.6059378,0.761620611,4.476064195,0.740531492,2.811346591,0.627690395,0.129725641,0.978707662,0.99770421,391.1000503,0.633332257,0,5.239987314,0.187142404,0,0.622563426,5.550717588,3.544719211,0,0,0.046367215,0.920440075,0.786994094,2.114483464,0,0.155814966,18.29417459,0.176379532,0.52614764,0.302295797,5.516094767,8.90379696,1.233648067,1.395412312,3.487434608,0.124551236,0,7.733759616,3.362922111,0.265630399,1.726295817,7.187201277,3.080734578,0.110026235,1.368231993,0,3.64625815,5.854917724,5.775071907,0.055219671,0.405548921,0.284659932,0.402523993,0.39838757,0.387834678,6.202253211,56.3328756,108.121641,37.71569873,47.14491799,0.021968106,0.173476342,0.11771135,0.064485287,-0.04062427,-0.07740869,-0.085822795,-0.031139922,-0.127349424,0.062261637,-0.025509903,-0.032198325,-0.035767302,0.016426002,0.202269329,0.062598718,-0.024900193,0.263274764,-0.135798304,-0.150271674,0.024388708,-0.01100134,-0.008875415,-0.08398503,-0.123608199,0.003351793,-0.031689019,0.069739351,-0.023526091,0.01335058,0.162395633,-0.105106894,0.786390284,0.926764815,1.024834417,1.057949692,1.118864238,1.141292874,0.889616207,0.908144824,0.714167884,0.757952861,1.394437028,1.38674879,1.211485993,1.451490912,1.54433388,1.402220858,0.891976518,1.028679758,0.991483132,0.993337486,1.419649155,1.255585875,0.981219316,0.998744343,1.033993143,1.000099309,1.234451015,2.5,2,0.862222222,0.324897959,0.15125,0.090807061,0.0625,0.040441176,0.025359477,0.018229167,0.011603499,0.009002058,0.007267864,0.00605,0.003783628,3.623549999,3.605135921,3.433184588,3.220026867,2.965052651,3.587986188,3.978909529,3.85243416,7.42734612,4.412353918,4.177191407,3.9223826,2.049704402,2.004855939,2.016160319,1.988925977,1.791711023,1.943968729,1.902544079,1.17640169,1.173595531,1.096412741,17.65040852,39.59915064,37.90498989,28.37092568,0,400.2174679,119.3740378,57.24955916,115.9083599,115.9083599,115.9083599,60.35296149,55.55539842,72.28962984,0,108.9486548,21.99977578,0,50.28985406,0,0,56.87915738,29.0906219,109.7247356,0,0,14.38266095,0.553571429,1.10630092,0.606187135,0.298092737,0,0.023809524,0.498148148,-6.5,0.375425513,0.059799836,3.348790827,6.697581653,0.239199345,0.109006944,1.326065532,39.40978925,3.760271174,4.068649661,8.685361495,3.951243719,2.502615584,-1.09E-11,3.199489111,9.169196039,3.747739638,2.922050566,2.457310479,1.674395413,0,0,2.288931553,1.719572102,1.499140544,4.448171574,2.883755056,2.677460012,3.566933619,2.01849533,2.002534986,1.755006725,1.753054558,1.292770332,1.29061752,2.870181255,2.524345836,2,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,2,0,2,8,0,4,0,2,0,0,-0.887641094,0.585979222,0,2,2,0,2,2.192299773,0.394940712,1.629884046,-0.443820547,0.292989611,-0.443820547,2.192299773,0,0.292989611,12.35181352,0,4,2,0,4,0,0,6,10,12,8,4,8,8,6,0,11,12,0,1.889881575,18.02765829,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,6,0,0,16,0,8,8,0,0,0,8,0,0,8,6,0,0,-0.461141765,-2.326007202,0.909225187,0.146167061,0.198254659,3.169925001,6.338408258,61.58796484,-5.51722903,72.28962984,0.889090056,3.255240222,1,0.75,0.666666667,0.9,1,0.666666667,0.5,0.735714286,0.333333333,0.75,0,0,0,0.39741638,0.766277153,25.30458197,14.73503889,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
